source,author,title,description,url,urlToImage,publishedAt,content
"{'id': 'techradar', 'name': 'TechRadar'}",amelia.schwanke@futurenet.com (Amelia Schwanke),These cheap Black Friday portable projector deals will make dream Christmas movie nights,Black Friday has plenty of portable projector deals available – here are our top recommendations.,https://www.techradar.com/televisions/projectors/these-cheap-black-friday-portable-projector-deals-will-make-dream-christmas-movie-nights,https://cdn.mos.cms.futurecdn.net/c2uyUe6yRfzmVne6hrTmHQ-1200-80.jpg,2023-11-24T16:18:00Z,"Black Friday deals are officially here, which means it's a great time to pick up a saving on a portable projector. It may not be the season for spending nights outside but it always pays off to be pr… [+3231 chars]"
"{'id': None, 'name': 'SFGate'}",By The Associated Press,"What to stream this week: Harrison Ford, Paris Hilton, Peter Gabriel and Robin Hood battles robots","This week’s new entertainment releases include albums from Dove Cameron and Peter Gabriel, Harrison Ford’s last hurrah as Indiana Jones swings onto Disney+ and Elvis will be honored with a starry special “Christmas at Graceland” featuring Post Malone, Alanis …",https://www.sfgate.com/entertainment/article/what-to-stream-this-week-harrison-ford-paris-18512334.php,https://s.hdnux.com/photos/01/34/02/57/24128448/3/rawImage.jpg,2023-11-24T15:37:32Z,"This combination of images shows promotional art for the film ""Indiana Jones and the Dial of Destiny,"" streaming Dec. 1 on Disney+, left, The Super Mario Bros. Movie,"" streaming Dec. 3 on Netflix, ce… [+9131 chars]"
"{'id': 'techradar', 'name': 'TechRadar'}",james.davidson@futurenet.com (James Davidson),Our 7 TV award winners have big Black Friday deals – here are the best,"There are hundreds of Black Friday TV deals out there and we've found the best sales on our award-winning TVs from Samsung, LG and more.",https://www.techradar.com/televisions/our-7-tv-award-winners-have-big-black-friday-deals-here-are-the-best,https://cdn.mos.cms.futurecdn.net/3vKkkK44QwwE64XYRpaeY8-1200-80.jpg,2023-11-24T15:22:20Z,Black Friday deals are rolling in! Not sure where to start? We've been searching through all the Black Friday TV deals to find the best sales around on our TechRadar Choice Award winners and five-sta… [+4331 chars]
"{'id': None, 'name': 'Rolling Stone'}",Marlow Stern,Ridley Scott Is Not Sure He’ll Ever Top Cameron Diaz F*cking a Ferrari,"Legendary director talks ‘Napoleon,’ his movies getting hornier, his AI fears, missing his brother Tony, and the killer rhino in ‘Gladiator 2.’",https://www.rollingstone.com/tv-movies/tv-movie-features/ridley-scott-interview-napoleon-gladiator-2-ai-dune-cameron-diaz-ferrari-sex-1234890624/,https://www.rollingstone.com/wp-content/uploads/2023/11/GettyImages-1797495609.jpg?w=1600&h=900&crop=1,2023-11-24T15:00:00Z,Ridley Scott has the giggles. The revelation that I’m a New Yorker has prompted the legendary director to launch into a winding tale of the time he was on a traveling scholarship after graduating fro… [+16182 chars]
"{'id': None, 'name': 'Digital Trends'}",Jason Struss,10 best Netflix movies to watch after Thanksgiving,"From a few great 2023 movies like The Killer to a classic sci-fi film like Dune, these are the 10 best movies on Netflix to watch after Thanksgiving.",https://www.digitaltrends.com/movies/best-netflix-movies-to-watch-after-thanksgiving-2023/,https://www.digitaltrends.com/wp-content/uploads/2023/10/the-killer-4.jpg?resize=1200%2C630&p=1,2023-11-24T14:41:27Z,"Thanksgiving is over. The turkey has been eaten, those pumpkin pies are long gone, and now there’s a seemingly endless parade of football games, Black Friday deals that are just out of reach, and the… [+8406 chars]"
"{'id': 'the-irish-times', 'name': 'The Irish Times'}",Ed Power,Late Late Toy Show: Everything you need to know,Television: What’s in store for the 2023 edition with  first-time host Patrick Kielty,https://www.irishtimes.com/culture/tv-radio/2023/11/24/late-late-toy-show-everything-you-need-to-know/,https://www.irishtimes.com/resizer/QT5CAfQFEiMuIBRr_pO2S9twWJ4=/1200x630/filters:format(jpg):quality(70)/cloudfront-eu-central-1.images.arcpublishing.com/irishtimes/TEENJPEBNBDSV3UTSJZJ65OHLU.jpg,2023-11-24T14:24:21Z,"The Late Late Toy Show has been called many things in its nearly five-decade history, but first-time host Patrick Kielty has come up with a new description, dubbing it the Irish Thanksgiving. Its tru… [+3430 chars]"
"{'id': None, 'name': 'The Daily Dot'}",Jack Alban,How 9/11 memes became an internet phenomenon,"Sometimes, humor can be the only way to process unmistakable tragedy and profound loss. 


Jews historically employed comedy as a means of dealing with the Holocaust, and there are studies that delve into the humor of African-Americans who developed specific …",https://www.dailydot.com/news/how-9-11-memes-became-an-internet-phenomenon/,https://uploads.dailydot.com/2023/11/bush-911.jpg?auto=compress&fm=pjpg,2023-11-24T14:00:00Z,"Sometimes, humor can be the only way to process unmistakable tragedy and profound loss. 
Jews historically employed comedy as a means of dealing with the Holocaust, and there are studies that delve … [+9931 chars]"
"{'id': None, 'name': 'Screen Rant'}",Kyle McLeod,Oppenheimer Has A Surprising Connection To 17-Year-Old Christopher Nolan Movie,"Christopher Nolan's projects have rarely crossed over throughout his career; however, a 17-year-old Nolan film shares a connection to Oppenheimer.",https://screenrant.com/oppenheimer-movie-prestige-borden-connection/,https://static1.srcdn.com/wordpress/wp-content/uploads/2023/11/oppenheimer-has-a-surprising-connection-to-17-year-old-christopher-nolan-movie.jpg,2023-11-24T13:30:12Z,"Summary
<ul><li> Oppenheimer, Christopher Nolan's latest film, has been a huge success both financially and critically, proving his star power and ability to draw a large audience. </li><li> Despite… [+3678 chars]"
"{'id': None, 'name': 'JoBlo.com'}",Alex Maidy,Cool Holiday Gifts 2023: Black Friday Deals,"Check out the limited time deals on all sorts of Blu-rays and 4Ks via our Amazon store!
The post Cool Holiday Gifts 2023: Black Friday Deals appeared first on JoBlo.",https://www.joblo.com/cool-holiday-gifts-2023-black-friday-deals/,https://www.joblo.com/wp-content/uploads/2023/11/black-friday-2023.jpg,2023-11-24T13:09:01Z,"Check out the limited time deals on all sorts of Blu-rays and 4Ks via our Amazon store!
Check out these special Amazon Black Friday deals. Now, these are good for this week only, so make sure to buy… [+1797 chars]"
"{'id': None, 'name': '[Removed]'}",,[Removed],[Removed],https://removed.com,,1970-01-01T00:00:00Z,[Removed]
"{'id': None, 'name': 'CNBC'}",Melissa Repko,"With Black Friday deals and flashy displays, retailers try to convince reluctant shoppers to spend","Retailers have turned to more and earlier Black Friday deals, and flashy events, to drive sales as consumers are reluctant to spend.",https://www.cnbc.com/2023/11/24/black-friday-shopping-retailers-use-deals-and-events-to-drive-sales-.html,https://image.cnbcfm.com/api/v1/image/107337908-1700664357287-IMG_1617.jpg?v=1700664522&w=1920&h=1080,2023-11-24T11:30:01Z,"Target hosted a free ""Winter Wonderland"" event in New York City to show off the holiday season's hottest toys. It's an example of the extra effort that retailers are putting in to motivate shoppers.
… [+9371 chars]"
"{'id': 'fortune', 'name': 'Fortune'}","Joanna Robinson, Dave Gonzales, Gavin Edwards",The Marvels’ box office flop marks the end of an era for the studio’s winning formula–and the beginning of a new one for Hollywood’s workers,Having the freedom to change anything at the last minute has devolved into storytelling that feels mushy.,https://fortune.com/2023/11/24/the-marvels-box-office-flop-end-era-studios-winning-formula-beginning-new-hollywood-workers-entertainment/,"https://content.fortune.com/wp-content/uploads/2023/11/AP23249558227725-e1699826227465.jpg?resize=1200,600",2023-11-24T11:24:15Z,"The Marvels opened this month with the lowest box-office numbers of any of the 33 movies of the Marvel Cinematic Universe. While that obviously isnt good news for Marvel Studios, its not as if its pr… [+5576 chars]"
"{'id': None, 'name': 'The New Yorker'}",Ian Crouch,The Best Jokes of 2023,"A Spice Girl fighting the class war, Kendall Roy making a last stand, and more of the year’s comic relief.",https://www.newyorker.com/culture/2023-in-review/the-best-jokes-of-2023,"https://media.newyorker.com/photos/655e365e5d4e798850508bfd/16:9/w_1280,c_limit/Jokes_final.jpg",2023-11-24T11:00:00Z,"A comedy routine often benefits from a straight man. When Carl Reiner died, in 2020, the Timesnoted that, as the foil to the likes of Sid Caesar and Mel Brooks, he had specialized in portraying the v… [+10962 chars]"
"{'id': None, 'name': 'Everyeye.it'}",Matteo Regoli,"Napoleon è un enorme successo in Francia, dopo gli insulti di Ridley Scott ai francesi","Ridley Scott ha preso di mira i francesi durante il tour stampa di Napoleon, ma il film sta andando alla grande in Francia.Nelle recenti e trasgressive interviste promozionali di Ridley Scott per Napoleon il regista, come forse saprete, non ha avuto toni part…",https://cinema.everyeye.it/notizie/napoleon-enorme-successo-francia-insulti-ridley-scott-francesi-685073.html,https://images.everyeye.it/img-notizie/napoleon-enorme-successo-francia-insulti-ridley-scott-francesi-v3-685073.jpg,2023-11-24T11:00:00Z,"Nelle recenti e trasgressive interviste promozionali di Ridley Scott per Napoleon il regista, come forse saprete, non ha avuto toni particolarmente concilianti verso la critica e il pubblico francese… [+2081 chars]"
"{'id': None, 'name': 'New York Post'}",Miska Salemann,Shop these 30 Black Friday toy deals to cross off holiday wishlists,"Time to check off the kid's wishlists! Black Friday is the best time to score deals on the hottest toys. See our top picks on toys for babies, tots, and big kids.",https://nypost.com/shopping/best-black-friday-cyber-monday-2023-toy-deals-sales-2/,https://nypost.com/wp-content/uploads/sites/2/2023/11/toy-deals.jpg?quality=75&strip=all&w=1024,2023-11-24T10:15:00Z,"New York Post may be compensated and/or receive an affiliate commission if you buy through our links.
Black Friday is here, and that means it’s the best time to check off the kid’s wishlists!
The j… [+9469 chars]"
"{'id': 'fox-news', 'name': 'Fox News'}",Sydney Borchers,"Hottest baby name trends of 2023: How Taylor Swift, 'Wednesday' and 'Barbie' are inspiring parents-to-be","Baby name experts are sharing the hottest trends from the past year that inspired expectant parents. From Taylor Swift's albums to films and athletes, here are the highlights from 2023.",https://www.foxnews.com/lifestyle/hottest-baby-name-trends-taylor-swift-wednesday-barbie-inspiring-parents,https://static.foxnews.com/foxnews.com/content/uploads/2023/07/rev-1-BAR-TT2-004_High_Res_JPEG-2.jpeg,2023-11-24T09:00:04Z,"If you're a soon-to-be parent looking for a hip moniker for your bundle of joy, consider plucking one from this year's list of top trending baby names.
BabyCenter recently released its report on the… [+6353 chars]"
"{'id': None, 'name': ""Barron's""}",Sabrina Escobar,Retailers Are in for a Holiday ‘Nail-Biter.’ Here's Why.,"After the pandemic buying boom, sales are expected to come back to earth this holiday season.",https://www.barrons.com/articles/holiday-retail-black-friday-sales-9a7e89ff,https://images.barrons.com/im-34978988/social,2023-11-24T08:31:00Z,"The holidays are 
 Mattels
 Super Bowl. The Barbies and Hot Wheels and American Girl dolls it sells in the fourth quarter, which is dominated by gift buying, typically makes up about a third of the… [+10444 chars]"
"{'id': None, 'name': 'Phys.Org'}",Science X,US economic uncertainty means bigger 'Black Friday' discounts,"The retail sector's efforts to entice holiday gift purchases builds to a crescendo this weekend with the annual ""Black Friday"" shopping day followed by the newer ""Cyber Monday.""",https://phys.org/news/2023-11-economic-uncertainty-bigger-black-friday.html,https://scx2.b-cdn.net/gfx/news/2023/a-family-walks-past-a.jpg,2023-11-24T07:51:42Z,"The retail sector's efforts to entice holiday gift purchases builds to a crescendo this weekend with the annual ""Black Friday"" shopping day followed by the newer ""Cyber Monday.""
This year's big post… [+4065 chars]"
"{'id': None, 'name': 'New York Post'}",Barret Wertz,"Shop the only gift guide you’ll need in 2023, with Black Friday deals for everyone",You can snatch up a New York Post-approved gift in less than a New York Minute.,https://nypost.com/2023/11/24/shopping/new-york-post-shopping-ultimate-gift-guide-2023/,https://nypost.com/wp-content/uploads/sites/2/2023/11/bf-specials-1.jpg?quality=75&strip=all&w=1024,2023-11-24T06:30:00Z,"New York Post may be compensated and/or receive an affiliate commission if you buy through our links.
It seems like holiday shopping started earlier than ever this year. 
Not only that, people aren… [+9490 chars]"
"{'id': None, 'name': 'International Business Times'}",AFP News,US Economic Uncertainty Means Bigger 'Black Friday' Discounts,"The retail sector's efforts to entice holiday gift purchases builds to a crescendo this weekend with the annual ""Black Friday"" shopping day followed by the newer ""Cyber Monday.""",https://www.ibtimes.com/us-economic-uncertainty-means-bigger-black-friday-discounts-3719313,https://d.ibtimes.com/en/full/4500723/family-walks-past-store-advertising-black-friday-sale-near-pentagon-city-mall-arlington.jpg,2023-11-24T03:00:32Z,"The retail sector's efforts to entice holiday gift purchases builds to a crescendo this weekend with the annual ""Black Friday"" shopping day followed by the newer ""Cyber Monday.""
This year's big post… [+3714 chars]"
"{'id': None, 'name': 'FRANCE 24 English'}",FRANCE24,US economic uncertainty means bigger 'Black Friday' discounts,"This year's big post-Thanksgiving sales day -- a custom increasingly adopted in Europe and other markets -- comes amid lingering unease over the economy, despite still-low unemployment.

As a result, markdowns are expected to be especially deep, reflecting th…",https://www.france24.com/en/live-news/20231124-us-economic-uncertainty-means-bigger-black-friday-discounts,https://s.france24.com/media/display/6f74721e-8a75-11ee-afec-005056a97e36/w:1280/p:16x9/aa51de7fc9213a9424c564bcc0820d1e59b8786c.jpg,2023-11-24T02:59:09Z,"New York (AFP) The retail sector's efforts to entice holiday gift purchases builds to a crescendo this weekend with the annual ""Black Friday"" shopping day followed by the newer ""Cyber Monday."" This y… [+3664 chars]"
"{'id': None, 'name': 'Digital Journal'}",AFP,US economic uncertainty means bigger ‘Black Friday’ discounts,The retail sector’s efforts to entice holiday gift purchases builds to a crescendo this weekend with the annual “Black Friday” shopping day followed by the newer “Cyber Monday.” This year’s big post-Thanksgiving sales day — a custom increasingly adopted in Eu…,https://www.digitaljournal.com/world/us-economic-uncertainty-means-bigger-black-friday-discounts/article,https://www.digitaljournal.com/wp-content/uploads/2023/11/0fd1cdea5de89ab2d36efada9aaea620072ae123.jpg,2023-11-24T02:58:09Z,"A family walks past a store advertising a Black Friday sale near Pentagon City Mall in Arlington, Virginia - Copyright AFP ANDREW CABALLERO-REYNOLDS
The retail sector’s efforts to entice holiday gif… [+3792 chars]"
"{'id': None, 'name': 'Variety'}",Elskes,Ridley Scott’s ‘Napoleon’ Conquers French Box Office Despite Vitriolic Reviews,"Despite being plagued by harsh reviews from French critics and a derisive retaliation by director Ridley Scott, “Napoleon” had a strong opening in France on Wednesday, grossing an estimated €868,000 ($946,000) from approximately 120,000 admissions. The figure…",https://variety.com/2023/global/box-office/napoleon-french-box-office-debut-ridley-scott-1235806513/,https://variety.com/wp-content/uploads/2023/11/Screen-Shot-2023-11-20-at-9.07.54-AM.png?w=1000&h=563&crop=1,2023-11-24T00:25:00Z,"Despite being plagued by harsh reviews from French critics and a derisive retaliation by director Ridley Scott, “Napoleon” had a strong opening in France on Wednesday, grossing an estimated €868,000 … [+3240 chars]"
"{'id': None, 'name': 'ComingSoon.net'}",Joon Dutta Roy,Mutt Streaming: Watch & Stream Online via Netflix,"If you are wondering where to stream Mutt online, then you have come to the right place as we have all the streaming details. Vul Lungulov-Klotz’s directorial debut follows a transgender man, Feña, who is struggling to come to terms with his new identity. How…",https://www.comingsoon.net/guides/news/1413212-mutt-streaming-watch-stream-online-via-netflix,"https://www.comingsoon.net/wp-content/uploads/sites/3/2023/11/MixCollage-24-Nov-2023-01-45-AM-6186.jpg?resize=1200,630",2023-11-23T20:16:22Z,"If you are wondering where to stream Mutt online, then you have come to the right place as we have all the streaming details. Vul Lungulov-Klotzs directorial debut follows a transgender man, Feña, wh… [+3629 chars]"
"{'id': None, 'name': 'ComingSoon.net'}",Maggie Dela Paz,Barbie 2: Margot Robbie Responds to Sequel Speculation,"During a recent interview with AP, Oscar nominee Margot Robbie addressed the possibility of returning for a potential Barbie 2 movie, following the critical and commercial success of Greta Gerwig‘s latest feature. “I think we put everything into this one,” Ro…",https://www.comingsoon.net/movies/news/1413230-barbie-2-margot-robbie-responds-to-sequel-speculation,"https://www.comingsoon.net/wp-content/uploads/sites/3/2023/07/Margot-Robbie-Barbie.jpg?resize=1200,630",2023-11-23T19:19:00Z,"During a recent interview with AP, Oscar nominee Margot Robbie addressed the possibility of returning for a potential Barbie 2 movie, following the critical and commercial success of Greta Gerwigs la… [+1760 chars]"
"{'id': None, 'name': 'AppleInsider'}",news@appleinsider.com (Appleinsider Staff),"Best Black Friday streaming deals on Max, Paramount Plus, Hulu & Peacock drop rates to as low as $0.99 per month","As Black Friday 2023 approaches, streaming services are rolling out some of their most enticing deals yet. Paramount Plus, Hulu, Max and Peacock are leading the charge with substantial discounts.Best Black Friday streaming dealsThis year's Black Friday stream…",https://appleinsider.com/articles/23/11/23/best-black-friday-streaming-deals-on-max-paramount-plus-hulu-peacock-drop-rates-to-as-low-as-099-per-month,https://photos5.appleinsider.com/gallery/57426-116969-best-black-friday-streaming-deals-xl.jpg,2023-11-23T17:48:48Z,"Best Black Friday streaming deals
As Black Friday 2023 approaches, streaming services are rolling out some of their most enticing deals yet. Paramount Plus, Hulu, Max and Peacock are leading the cha… [+3112 chars]"
"{'id': None, 'name': 'New Zealand Herald'}",Bethany Reitsma,"The top toys on Kiwi kids’ Christmas wish lists this year, from Barbies to brain teasers","Nostalgia, DIY and Barbiemania are the trends topping this year's most popular toys list.",https://www.nzherald.co.nz/lifestyle/the-top-toys-on-kiwi-kids-christmas-wish-lists-this-year-from-barbies-to-brain-teasers/BZOLCYOOZRHLLMUIRO7VGH2MLA/,https://www.nzherald.co.nz/resizer/NRS1coLjknAwKYdr9AK5PigayIA=/1200x675/smart/filters:quality(70)/cloudfront-ap-southeast-2.images.arcpublishing.com/nzme/3J7N33DD4VGZBI2S6QVADKQKCQ.jpg,2023-11-23T17:00:00Z,Children's Christmas wish lists will be on parents' minds as the countdown to the festive season begins.Theres just a month to go untilChristmas Eve - and unless youre one of those people who starts … [+3861 chars]
"{'id': None, 'name': 'Gizmodo.com'}",io9 Staff,The Pop Culture We're Thankful for Getting Us Through 2023,"Beyond the basics of life that we all have to be thankful for, each and every year brings us pop culture that helps make our lives more enjoyable. That goes for movie, games, trends, characters—anything that has brought us some joy and happiness in the past y…",https://gizmodo.com/10-thankful-pop-culture-things-barbie-baldur-netflix-1851037383,"https://i.kinja-img.com/image/upload/c_fill,h_675,pg_1,q_80,w_1200/a04c5cd2b36e79e38a5393ea212be109.jpg",2023-11-23T16:45:00Z,"Obviously, we could be thankful for Barbie just because its Barbie and its great. But the real reason Barbie is on this list is because it probably shouldnt have been great. For a moment, take Greta … [+522 chars]"
"{'id': None, 'name': 'The Cut'}",Vivian Manning-Schaffel,Liz Phair Remembers It All,Liz Phair’s debut album ‘Exile in Guyville’ turned 30 this year. The Gen X rocker looks back on three decades of being an ‘It’ girl.,http://www.thecut.com/2023/11/liz-phair-exile-in-guyville-30th-anniversary-interview.html,https://pyxis.nymag.com/v1/imgs/901/a5c/f672deaf1f8dafe26d2377f50ed2cd3fa7-it-girls-2.1x.rsocial.w1200.jpg,2023-11-23T16:00:11Z,"In April 2023, New York Magazine celebrated It girls: who anointed them, what it was like to be them, and where they are now. Follow along as we continue that celebration by interviewing musicians ac… [+12046 chars]"
"{'id': 'polygon', 'name': 'Polygon'}",Petrana Radulovic,Disney never realized the biggest key to Frozen’s success: two female leads,Frozen turns ten this year. Disney’s animated princess movie boldly did what no other Disney film before had done: It had two female leads.,https://www.polygon.com/23969905/frozen-anniversary-legacy-disney-movies-female-characters,https://cdn.vox-cdn.com/thumbor/7f9jd1euTJjyqgrKrnbqHWU70-s=/427x0:3514x1616/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/25099928/frozen2.jpg,2023-11-23T15:00:00Z,"If you buy something from a Polygon link, Vox Media may earn a commission. See our ethics statement.Its been 10 years since Frozen ignited Disneys modern revival era and got Let it Go permanently stu… [+9618 chars]"
"{'id': None, 'name': '/FILM'}",staff@slashfilm.com (Ethan Anderton),"The 2023 /Film Holiday Gift Guide: Movies & TV-Inspired Clothing, Accessories, Cosmetics, Housewares & Treats","It&amp;#39;s time for Part 4 of the /Film Holiday Gift Guide, and this one includes everything from clothing and accessories to housewares and treats. Time to stock up!",https://www.slashfilm.com/1452772/the-2023-slashfilm-holiday-gift-guide-movies-tv-inspired-clothing-accessories-cosmetics-housewares-treats/,https://www.slashfilm.com/img/gallery/the-2023-film-holiday-gift-guide-movies-tv-inspired-clothing-accessories-cosmetics-housewares-treats/l-intro-1700687753.jpg,2023-11-23T13:00:45Z,"RSVLTS
For anyone who loves movies and TV shows, RSVLTS has some of the coolest shirts around. With patterns that would make Dan Flashes blush, they've got collections of button up shirts, polos, an… [+5492 chars]"
"{'id': None, 'name': 'Mixandmatchmama.com'}",Mix and Match Mama,’tis (almost!) BLACK FRIDAY,"Happy Thanksgiving, friends! I don’t know about you, but I’m in my comfies, enjoying delicious food all day and waiting for Dolly on TV  . Per usual, I rounded up a few of my favorite things to consider when...
Read More
The post ’tis (almost!) BLACK FRIDAY…",https://mixandmatchmama.com/2023/11/tis-almost-black-friday/,https://mixandmatchmama.com/wp-content/uploads/2023/11/SS-toddler.jpeg,2023-11-23T10:35:36Z,"Happy Thanksgiving, friends!
I don’t know about you, but I’m in my comfies, enjoying delicious food all day and waiting for Dolly on TV .
Per usual, I rounded up a few of my favorite things to cons… [+19504 chars]"
"{'id': None, 'name': 'Semrush.com'}",,"What Does Marketing Do? Definitions, Strategies, and Examples","Learn all about marketing and how to use strategies like SEO to drive brand visibility, engagement, and ROI.",https://www.semrush.com/blog/what-does-marketing-do/,https://static.semrush.com/blog/uploads/media/30/38/30385278e3596e71e615adb8bd816ad6/ce1ab8ef43be93b1544a7e4d72b4faf1/what-does-marketing-do-sm.png,2023-11-23T09:06:00Z,"What Does Marketing Do? 
The marketing industry has one primary objective: to serve as a critical bridge between a companys offerings and its target audience. 
In other words, the purpose of market… [+35357 chars]"
"{'id': None, 'name': 'Los Angeles Times'}",Justin Chang,The movies are back. But we're still learning how to love going to theaters again,"From 'Barbenheimer' to 'Taylor Swift: The Eras Tour,' people are going to cinemas again. But a post-pandemic, post-strike Hollywood has its work cut out for it.",https://www.latimes.com/entertainment-arts/movies/story/2023-11-22/falling-back-in-love-with-moviegoing-theaters-justin-chang-critic-essay,https://ca-times.brightspotcdn.com/dims4/default/e08d38c/2147483647/strip/true/crop/3600x1890+0+255/resize/1200x630!/quality/75/?url=https%3A%2F%2Fcalifornia-times-brightspot.s3.amazonaws.com%2F65%2F6d%2F04fba4234b62929a8b11a7efd225%2Flat-story-revised-2-v.jpg,2023-11-22T23:00:57Z,"One of my most heartening moviegoing experiences this year fell on July 24, the night I attended a press screening of Disneys Haunted Mansion at the AMC Burbank 16. The movie was lousy, but the presh… [+12430 chars]"
"{'id': None, 'name': 'Egotastic.com'}",Echo Lawrence,Black Friday Deals for Everyone on Your List!,"Black Friday is officially here in just a few days and that means it’s time to do some serious shopping! Let’s not waste any time then and get into some of the best deals to scoop up this week, with gifts for everyone on your shopping list! Let’s start with t…",http://www.egotastic.com/black-friday-deals-for-everyone-on-your-list-2/,http://www.egotastic.com/wp-content/uploads/2023/11/black-friday-1.png,2023-11-22T22:37:15Z,"Not only is it Black Friday, it's also National Senior Pet Month, take care of those seniors and their stinky breath with Teef, the 100% natural pet dental care brand! 
Teef works like a microbial t… [+4371 chars]"
"{'id': None, 'name': 'The Daily Dot'}",Tiffanie Drayton,‘It was my first blind date—I find out on the date’: Woman details her surprising date with a billionaire,"A strange date with a billionaire has one woman sounding off on social media.


In a viral video that has been viewed over 1 million times, TikToker Texas Garden Fairy (MJ) (@texasgardenfairyx) told a story about a blind date that went all wrong.


""This is a…",https://www.dailydot.com/news/date-with-a-billionaire/,https://uploads.dailydot.com/2023/11/Date-with-billionaire.jpg?auto=compress&fm=pjpg,2023-11-22T22:30:00Z,"A strange date with a billionaire has one woman sounding off on social media.
In a viral video that has been viewed over 1 million times, TikToker Texas Garden Fairy (MJ) (@texasgardenfairyx) told a… [+3439 chars]"
"{'id': None, 'name': 'Egotasticgear.com'}",Echo Lawrence,Black Friday Deals for Everyone on Your List!,"Black Friday is officially here in just a few days and that means it’s time to do some serious shopping! Let’s not waste any time then and get into some of the best deals to scoop up this week, with gifts for everyone on your shopping list! Let’s start with t…",http://www.egotasticgear.com/black-friday-deals-for-everyone-on-your-list/,http://www.egotasticgear.com/wp-content/uploads/2023/11/black-friday.png,2023-11-22T21:37:40Z,"Not only is it Black Friday, it's also National Senior Pet Month, take care of those seniors and their stinky breath with Teef, the 100% natural pet dental care brand! 
Teef works like a microbial t… [+4371 chars]"
"{'id': None, 'name': 'Decider'}",mliss1578,"Stream It Or Skip It: ‘Oppenheimer’ on VOD, Christopher Nolan’s Sprawling, Urgent Three-Hour Nuclear Biopic",The filmmaker blows up the genre and reinvents it.,https://decider.com/2023/11/22/oppenheimer-streaming-movie-review/,https://decider.com/wp-content/uploads/2023/11/oppenheimer-ending-explained.jpg?quality=75&strip=all&w=1200,2023-11-22T21:00:00Z,Oppenheimer (now streaming on VOD services like Amazon Prime Video) is an anomaly: A prestige/auteur-driven not-a-movie-but-a-Film that was a wild box office success. Christopher Nolans inventive bio… [+9117 chars]
"{'id': 'usa-today', 'name': 'USA Today'}",Cory Woodroof,Good Burger 2 delivers the best kind of nostalgic throwback possible,The new Good Burger movie is everything you'd hope it would be.,https://ftw.usatoday.com/2023/11/good-burger-2-movie-review-kel-mitchell-kenan-thompson,https://ftw.usatoday.com/wp-content/uploads/sites/90/2023/11/GB2_VC_0526_00369_RT.jpg?w=1024&h=576&crop=1,2023-11-22T20:32:35Z,"As our greater culture begins to transition from shamelessly mining the very last square inch of real estate from the 1980s to reanimating the good, bad and ugly of the 1990s, it felt inevitable that… [+4296 chars]"
"{'id': None, 'name': 'GameSpot'}",Jon Bitner,"B2G1 Free Black Friday Blu-Ray Sale At Amazon - Best Deals On Anime, Marvel, DC, And More","Black Friday 2023 is in full effect at Amazon, as the retailer is currently offering a massive buy two, get one free sale. The catalog is filled with hundreds of Blu-ray movies and TV shows, many of which are seeing generous discounts--bringing them down to t…",https://www.gamespot.com/articles/b2g1-free-black-friday-blu-ray-sale-at-amazon-best-deals-on-anime-marvel-dc-and-more/1100-6519408/,https://www.gamespot.com/a/uploads/screen_kubrick/1702/17023653/4224644-mixcollage-22-nov-2023-09-54-am-8098.jpg,2023-11-22T20:06:00Z,"Black Friday 2023 is in full effect at Amazon, as the retailer is currently offering a massive buy two, get one free sale. The catalog is filled with hundreds of Blu-ray movies and TV shows, many of … [+3668 chars]"
"{'id': None, 'name': 'Queerty.com'}",Cameron Scheetz,"Jonathan Bailey’s prosthetics, Russell Tovey’s personal collection & all the can’t-miss LGBTQ+ releases of the week",Stay in-the-know with Queerty's midweek pop culture catch-up.,https://www.queerty.com/jonathan-baileys-prosthetics-russell-toveys-personal-collection-all-the-cant-miss-lgbtq-releases-of-the-week-20231122,https://adabgmwwup.cloudimg.io/v7/_queerty-prodweb_/2023/11/screen-shot-2023-11-21-at-51810-pm.png?auto=format&auto=compress&fit=crop&gravity=face&w=1200&h=630&force_format=jpeg&wat=1&wat_gravity=southeast&wat_pad=70,2023-11-22T20:00:00Z,"Need a boost to get over Hump Day? The Hot Sheet is Queertys midweek pop culture catch-up, highlighting the entertainment stories everyones talking about, the ones you mightve missed, and the notable… [+6301 chars]"
"{'id': None, 'name': 'Variety'}",J. Kim Murphy,How Letterboxd Captured Young Moviegoers — and Martin Scorsese,"Cristiano Ronaldo has the most followers on Instagram. Elon Musk claims that title on his platform X (naturally). And Letterboxd has Martin Scorsese. When he joined in October, shortly after his film “Killers of the Flower Moon” hit theaters, the director qui…",https://variety.com/2023/film/news/letterboxd-martin-scorsese-younger-audience-classic-films-1235804153/,https://variety.com/wp-content/uploads/2023/11/letterboxd-martin-scorsese-split.jpg?w=1000&h=562&crop=1,2023-11-22T18:30:00Z,"Cristiano Ronaldo has the most followers on Instagram. Elon Musk claims that title on his platform X (naturally). And Letterboxd has Martin Scorsese. 
When he joined in October, shortly after his fi… [+4470 chars]"
