source,author,title,description,url,urlToImage,publishedAt,content
"{'id': None, 'name': 'Screen Rant'}",Lynn Sharpe,Greta Gerwig's Next Movie Is More Exciting Than Barbie 2,"Barbie dominated the box office this summer, but Greta Gerwig's next project is a much better move than a Barbie sequel for the moment.",https://screenrant.com/greta-gerwig-chronicles-of-narnia-movie-barbie-2-better/,https://static1.srcdn.com/wordpress/wp-content/uploads/2023/08/greta-gerwig-on-the-barbie-set-with-ryan-gosling.jpg,2023-11-18T16:40:15Z,"Summary
<ul><li> Greta Gerwig's next project, The Chronicles of Narnia, is a better move for her than Barbie 2 right now, allowing her time to decompress from the Barbie frenzy. </li><li> Gerwig's s… [+4863 chars]"
"{'id': None, 'name': 'Www.hln.be'}",IV,"Margot Robbie is duidelijk: ""Enkel regisseur Greta Gerwig beslist over vervolg op 'Barbie’”","Margot Robbie (33) zegt dat het van regisseur Greta Gerwig (40) afhangt of er in de toekomst een tweede ‘Barbie’-film komt. Dat zegt de actrice, die de bekende pop speelde in de kaskraker van dit jaar, tegen E! News.",https://www.hln.be/film/margot-robbie-is-duidelijk-enkel-regisseur-greta-gerwig-beslist-over-vervolg-op-barbie~a6ab66aa/,https://images0.persgroep.net/rcs/WlfO_fT07y3oDDpWeYG-fWYlBMY/diocontent/237748211/_fill/1200/630/?appId=21791a8992982cd8da851550a453bd7f&quality=0.7,2023-11-18T11:01:10Z,"Al sinds de eerste Barbie-film op het witte doek te zien is, doen er geruchten de ronde over een mogelijke tweede film. Margot Robbie blijft echter sceptisch in een nieuw interview. Ik weet het niet.… [+1155 chars]"
"{'id': None, 'name': 'Footwear News'}",Amina Ayoud,"Variety’s Power of Women 2023: Dua Lipa in Vivienne Westwood Heels, Emily Blunt in Jimmy Choos, Billie Eilish in Nike Sneakers and More","The event saw the attendance of a variety of fashionably dressed stars, including the likes of Emily Blunt, Meghan Markle, Billie Eilish, Carey Mulligan, Addison Rae, Garcelle Beauvais, Dua Lipa, Margot Robbie, Jasmin Savoy Brown and Tia Mowry among others.",http://footwearnews.com/fashion/celebrity-style/varietys-power-of-women-2023-shoes-1203556594/,https://footwearnews.com/wp-content/uploads/2023/11/Varietys-Power-Of-Women-2023-one.jpg,2023-11-17T16:12:58Z,"Variety’s Power of Women 2023 event was held at Mother Wolf on Thursday in Los Angeles. The annual occasion highlights notable women and their accomplishments in the music, film and fashion industrie… [+7354 chars]"
"{'id': None, 'name': 'TODAY'}",Samantha Kubota,Billie Eilish tears up talking about how it's 'hard to be a woman',Billie Eilish opened up during a tender speech at Variety's Power of Women event celebrating women in Hollywood about what it means to her.,https://www.today.com/popculture/awards/billie-eilish-tears-tender-speech-variety-power-women-event-rcna125647,"https://media-cldnry.s-nbcnews.com/image/upload/t_social_share_1200x630_center,f_auto,q_auto:best/rockcms/2023-11/billie-Eilish-tears-today-sk-231117-2451ad.jpg",2023-11-17T08:24:09Z,"Billie Eilish opened up during a tender speech at an event celebrating women in Hollywood about what it means to her to be a woman in this day and age.
Eilish was honored on Thursday evening at Vari… [+3889 chars]"
"{'id': None, 'name': 'Inside the Magic'}",Alessia Dunn,"Disney Fires Ryan Gosling From Series, Left Alone at Disney World","While Ryan Gosling may be a mega Hollywood icon, most recently known for his role of Ken in the Barbie film, his roots began with Disney, and he was not always the leading man that he has crafted his career around. In the end, it appears that he has a lot to …",https://insidethemagic.net/2023/11/disney-fires-ryan-gosling-left-disney-world-ad1/,https://insidethemagic.net/wp-content/uploads/2023/01/Ryan-Gosling-2.jpg,2023-11-14T16:39:04Z,"While Ryan Gosling may be a mega Hollywood icon, most recently known for his role of Ken in the Barbie film, his roots began with Disney, and he was not always the leading man that he has crafted his… [+6040 chars]"
"{'id': 'marca', 'name': 'Marca'}",marca.com,Ryan Gosling's Barbie song 'I'm just Ken' nominated for a Grammy Award,"The &apos;Barbie&apos; film, directed by Greta Gerwig and featuring standout performances by Margot Robbie as Barbie and Ryan Gosling as Ken, has become a global phenomenon. 

Gosl",https://www.marca.com/en/lifestyle/movies/2023/11/13/655234f0ca4741bd358b45b3.html,https://phantom-marca.unidadeditorial.es/396d9e08a2c39ae3284dda8dc007007c/resize/1200/f/webp/assets/multimedia/imagenes/2023/11/13/16998753670131.jpg,2023-11-13T16:14:48Z,"The 'Barbie' film, directed by Greta Gerwig and featuring standout performances by Margot Robbie as Barbie and Ryan Gosling as Ken, has become a global phenomenon. 
Gosling's birthday performance in… [+966 chars]"
"{'id': None, 'name': 'Hurriyet Daily News'}",hurriyetdailynews.com,Women dominate music's Grammy nominations,"Pop's superstar women including Taylor Swift and Billie Eilish dominated the nominations for the 66th annual Grammy Awards, the music world's top prizes, as SZA scooped the most chances at gold with nine.",https://www.hurriyetdailynews.com/women-dominate-musics-grammy-nominations-187782,https://image.hurimg.com/i/hurriyet/75/200x200/6550bece4e3fe02f9432df7c.jpg,2023-11-13T04:00:00Z,"LOS ANGELES
Pop's superstar women including Taylor Swift and Billie Eilish dominated the nominations for the 66th annual Grammy Awards, the music world's top prizes, as SZA scooped the most chances … [+4020 chars]"
"{'id': None, 'name': 'IndieWire'}",Wilson Chapman,Mattel’s Notes for Greta Gerwig and Noah Baumbach’s ‘Barbie’ Script Included Asking Why an Executive Got Shot,"“There was a note when we first turned the script [in],"" Baumbach said. ""On page 111: ‘Does a Mattel executive have to be shot?’ At the time we were like, that should just be on the ad!’""",https://www.indiewire.com/news/general-news/barbie-mattel-script-notes-executive-getting-shot-1234923259/,https://www.indiewire.com/wp-content/uploads/2023/07/rev-1-BARBIE-TP-0003_High_Res_JPEG.jpeg,2023-11-04T19:57:12Z,Greta Gerwig and Noah Baumbach got away with a lot of bite-the-hand humor towards Mattel in their script for the blockbuster “Barbie” film. But the company still had a lot of questions about the scri… [+2582 chars]
"{'id': None, 'name': '[Removed]'}",,[Removed],[Removed],https://removed.com,,1970-01-01T00:00:00Z,[Removed]
"{'id': None, 'name': 'TODAY'}",Samantha Kubota,'SNL' shows how the 'I'm Just Pete' music video came together in 12 hours,"""Saturday Night Live"" shared a new video explaining how the ""I'm Just Pete"" digital short happened in just a few days.",https://www.today.com/popculture/tv/snl-im-just-pete-davidson-video-behind-the-scenes-rcna123441,"https://media-cldnry.s-nbcnews.com/image/upload/t_social_share_1200x630_center,f_auto,q_auto:best/rockcms/2023-10/pete-davidson-im-just-pete-me0231015-14cca0.png",2023-11-03T01:46:28Z,"Hi, Barbie! Hi, Pete! 
NBC's ""Saturday Night Live"" is taking a look back at how one of the most popular and now-viral sketches of this season came to be.
The ""I'm Just Pete"" digital short which air… [+2461 chars]"
"{'id': None, 'name': 'Www.hln.be'}",IB,Door Ryan Gosling gespeelde Ken wordt Barbiepop,Barbieliefhebbers kunnen binnenkort de Ken die Ryan Gosling in de ‘Barbie’-film speelt in handen krijgen. Speelgoedfabrikant Mattel onthulde maandag namelijk hun nieuwe Ken-pop: de Kenough Doll.,https://www.hln.be/film/door-ryan-gosling-gespeelde-ken-wordt-barbiepop~a502ab66/,https://images0.persgroep.net/rcs/Ouj4ZFhkCVYKi3rU2A_9vDpJksQ/diocontent/233505971/_fill/1200/630/?appId=21791a8992982cd8da851550a453bd7f&quality=0.7,2023-10-31T01:49:46Z,"Hij mag dan wel #Kenough zijn, maar we wedden dat je geen genoeg van hem kunt krijgen, schreef het bedrijf op Instagram, bij fotos waarop de pop dezelfde kleding en accessoires draagt als de Ken die … [+869 chars]"
"{'id': None, 'name': 'Www.hln.be'}",IB,Door Ryan Gosling gespeelde Ken krijgt ook eigen Barbiepop,Barbieliefhebbers kunnen binnenkort de Ken die Ryan Gosling in de ‘Barbie’-film speelt in handen krijgen. Speelgoedfabrikant Mattel onthulde maandag namelijk hun nieuwe Ken-pop: de Kenough Doll.,https://www.hln.be/film/door-ryan-gosling-gespeelde-ken-krijgt-ook-eigen-barbiepop~a502ab66/,https://images0.persgroep.net/rcs/L_qhyD4ZP5heQ4JZRHQc7979-bs/diocontent/233614068/_fill/1200/630/?appId=21791a8992982cd8da851550a453bd7f&quality=0.7,2023-10-31T01:49:46Z,"Hij mag dan wel #Kenough zijn, maar we wedden dat je geen genoeg van hem kunt krijgen, schreef het bedrijf op Instagram, bij fotos waarop de pop dezelfde kleding en accessoires draagt als de Ken die … [+869 chars]"
"{'id': None, 'name': 'ComingSoon.net'}",Anthony Nash,I Am Kenough Ken Doll Inspired by Barbie Movie Up for Preorder,"Mattel is giving fans the chance to grab another piece from the recently released Barbie film, offering up a special Ken doll wearing the now iconic “I Am Kenough” hoodie from the film. The toy comes from Mattel Creations, and is available for preorder now fo…",https://www.comingsoon.net/toys/news/1383298-i-am-kenough-ken-doll-inspired-by-barbie-movie-up-for-preorder,"https://www.comingsoon.net/wp-content/uploads/sites/3/2023/10/ken-doll-i-am-kenough.png?resize=1200,630",2023-10-30T22:00:48Z,"Mattel is giving fans the chance to grab another piece from the recently released Barbie film, offering up a special Ken doll wearing the now iconic I Am Kenough hoodie from the film.
The toy comes … [+1579 chars]"
"{'id': None, 'name': 'Vanity Fair'}",Chris Murphy,Noah Baumbach Thought 'Barbie' Was a “Terrible Idea” at First,"In conversation with Judd Apatow, Baumbach opened up about his initial misgivings about co-writing the 'Barbie' movie: “You have to get us out of this.”",https://www.vanityfair.com/hollywood/2023/10/noah-baumbach-thought-barbie-was-a-terrible-idea-at-first,"https://media.vanityfair.com/photos/653fe4853b110f6e604a3200/16:9/w_1280,c_limit/1696523251",2023-10-30T17:19:31Z,"Although he co-wrote Barbie with his partner, Greta Gerwig, Noah Baumbach wasn't always confident that the film was going to make a billion at the box office. At a recent sold-out Barbie screening, B… [+3597 chars]"
"{'id': None, 'name': 'PEOPLE'}",Escher Walcott,Greta Gerwig Says Sylvester Stallone Inspired Ken in Barbie Movie,Greta Gerwig said that Sylvester Stallone inspired Ken in the 'Barbie' movie at a panel at the 'Barbie' special screening in West Hollywood on Friday.,https://people.com/greta-gerwig-says-sylvester-stallone-inspired-ken-in-barbie-movie-ryan-gosling-loves-him-8384260,https://people.com/thmb/A7F42Ia-R0CPrDw97A-VcFkmvJw=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc():focal(742x92:744x94)/Greta-Gerwig-Says-Sylvester-Stallone-Inspired-Ken-in-Barbie-Movie-103023-1-509f080df6124925ad8a689fc07cafd3.jpg,2023-10-30T15:39:27Z,"Greta Gerwig has named Sylvester Stallone as the surprising inspiration behind Ken in the Barbie movie. 
Speaking on a panel after a special screening of Barbie at the Directors Guild of America The… [+2707 chars]"
